"sk_produk","nama_produk","sk_cabang","nama_cabang","bulan","tahun","total_terjual"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3296"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3103"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2849"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3170"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3186"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3238"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3214"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3143"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3082"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3162"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3184"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","6","2008","3247"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2663"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","6","2008","2636"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2945"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2819"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3113"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3014"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3190"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3317"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","6","2008","3102"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3275"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","6","2008","2961"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","6","2008","2870"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2727"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","6","2008","3275"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","6","2008","2793"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3045"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","6","2008","3187"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","6","2008","3293"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2959"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","6","2008","3404"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","6","2008","2645"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3312"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","6","2008","2872"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2829"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2922"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3531"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3186"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2841"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3164"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","6","2008","2894"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3631"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","6","2008","3111"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","6","2008","3373"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2677"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","6","2008","2856"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","6","2008","2924"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3408"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","6","2008","2988"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","6","2008","2812"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2730"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","6","2008","3151"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3128"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3049"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3285"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3213"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3056"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3296"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2892"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3066"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3185"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2930"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2955"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2978"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3078"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2951"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3324"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","6","2008","3224"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2727"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","6","2008","3113"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3207"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2950"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2760"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3052"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3093"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2900"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3071"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3198"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2862"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3059"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3235"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2533"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","6","2008","3080"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2926"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","6","2008","2821"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","6","2008","2904"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2976"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","6","2008","3011"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2986"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2873"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3166"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2723"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3058"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3142"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","6","2008","3268"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3384"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","6","2008","3099"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","7","2008","3226"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2873"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","7","2008","3227"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3430"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3114"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2943"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3317"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3018"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3091"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3648"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3357"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3489"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","2988"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3580"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3207"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3128"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3090"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3071"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3436"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3192"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3005"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3240"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3040"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3069"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3096"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2682"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3086"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3103"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2941"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3110"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3423"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3273"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3371"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","2949"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3187"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2743"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","7","2008","3096"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3335"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","7","2008","3411"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3021"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3339"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3367"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3226"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2924"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3549"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","7","2008","2878"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3357"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","7","2008","3074"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","7","2008","3194"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3446"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","7","2008","2896"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","7","2008","3331"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3565"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","7","2008","3231"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","7","2008","3113"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3346"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","7","2008","3029"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","7","2008","3134"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3177"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","7","2008","3127"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3477"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3284"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3386"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","2836"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3041"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2785"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","7","2008","3235"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3036"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","7","2008","3203"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","7","2008","3246"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3358"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","7","2008","3239"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","7","2008","2956"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2909"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","7","2008","3435"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","7","2008","3024"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3383"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","7","2008","3106"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3294"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2979"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3668"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3751"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3047"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3101"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3360"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3209"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3144"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3038"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3305"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3561"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3237"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3569"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2866"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","7","2008","2774"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3272"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","7","2008","3289"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3169"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2969"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3104"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","2653"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2983"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3296"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3236"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3062"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2963"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3269"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3144"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3212"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","7","2008","3234"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","2992"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","7","2008","3585"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","7","2008","3287"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3269"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","7","2008","3274"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3051"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3086"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","2998"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","7","2008","3373"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3370"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","7","2008","3143"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","7","2008","3255"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","7","2008","3390"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","7","2008","3338"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","8","2008","2805"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3137"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","8","2008","3388"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3073"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2846"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3364"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3241"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3055"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3185"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3130"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2934"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3041"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3136"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2915"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","2988"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3138"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2838"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3154"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3154"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3500"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3406"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3254"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3672"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3208"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3262"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3309"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3484"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3083"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3510"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3085"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","2820"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3184"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3202"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3135"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3360"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3443"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","8","2008","3037"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3445"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","8","2008","3231"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","2968"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3381"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3374"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3007"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2872"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3388"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","8","2008","3082"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3207"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","8","2008","3259"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","8","2008","2959"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3332"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","8","2008","3397"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","8","2008","3298"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3361"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","8","2008","3191"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","8","2008","3066"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2915"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","8","2008","3057"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","8","2008","3311"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3227"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","8","2008","3385"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3433"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3104"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3218"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3400"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3364"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3256"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","8","2008","3276"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2985"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","8","2008","3566"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","8","2008","3163"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2848"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","8","2008","2845"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","8","2008","3302"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3227"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","8","2008","2972"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","8","2008","3209"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2715"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","8","2008","2928"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3014"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2893"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3151"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3486"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3355"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3301"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3359"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3216"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","2885"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3411"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3378"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3264"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","2952"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3060"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3278"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","8","2008","3176"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3470"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","8","2008","3121"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3521"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3081"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3205"
